Date,Close_^NSEI,High_^NSEI,Low_^NSEI,Open_^NSEI,Volume_^NSEI,Ticker,Return,Return_5D,Volatility_5,Volatility_20,Return_Lag1,Return_Lag2,Volatility_Lag1,MA_20,MA_50,Momentum,MA_Ratio,RSI,Volume_Change,Drawdown,Sentiment_Score,Market_Behavior,Target_Behavior
2014-04-09,6796.2001953125,6808.7001953125,6705.10009765625,6722.0,169800,^NSEI,0.015108235722784302,0.011181347082503068,0.0082036913205618,0.005645596214977772,0.00010452202544564138,-0.0061979482778954376,0.004722339517538796,6612.7449951171875,6343.663017578125,269.0819775390628,1.0424174450618584,78.92452360194295,0.2681105302464526,0.0,0.0,Panic,Stable
2014-04-10,6796.39990234375,6819.0498046875,6777.2998046875,6803.0498046875,191100,^NSEI,2.9385101308232464e-05,0.006493857716652451,0.008122286292245545,0.0054986694499675,0.015108235722784302,0.00010452202544564138,0.005645596214977772,6626.969995117188,6354.256015625,272.7139794921877,1.0429183178678336,86.45571029881003,0.1254416961130742,0.0,0.0,Stable,Stable
2014-04-11,6776.2998046875,6789.35009765625,6743.14990234375,6758.35009765625,140700,^NSEI,-0.002957462472053529,0.005967801316556498,0.00818568965622073,0.0056100876486261195,2.9385101308232464e-05,0.015108235722784302,0.0054986694499675,6639.939990234375,6367.065009765625,272.8749804687495,1.0428572631267659,82.19241669109743,-0.2637362637362637,-0.002957462472053542,0.0,Stable,High Volatility
2014-04-15,6733.10009765625,6813.39990234375,6711.75,6792.7001953125,123200,^NSEI,-0.006375117435236111,0.00578846332126659,0.008226097111421903,0.005784020927570665,-0.002957462472053529,2.9385101308232464e-05,0.0056100876486261195,6651.939990234375,6379.20201171875,272.7379785156245,1.042754247006851,69.05252579774962,-0.12437810945273631,-0.00931372573671996,0.0,High Volatility,High Volatility
2014-04-16,6675.2998046875,6748.64990234375,6665.14990234375,6727.25,119800,^NSEI,-0.008584499284196023,-0.00294994071383492,0.009351429127721588,0.00623588188944421,-0.006375117435236111,-0.002957462472053529,0.005784020927570665,6660.494970703125,6390.3030078125,270.1919628906244,1.0422815573158737,59.63074609341504,-0.02759740259740262,-0.017818271348995874,0.0,High Volatility,Panic
2014-04-17,6779.39990234375,6783.0498046875,6684.39990234375,6695.4501953125,131500,^NSEI,0.0155948198136584,-0.00247201266677477,0.009555497744258089,0.00700738271822072,-0.008584499284196023,-0.006375117435236111,0.00623588188944421,6673.632470703125,6404.417001953125,269.2154687500006,1.04203590563636,66.58592336726858,0.09766277128547585,-0.002501324266416036,0.0,Panic,Panic
2014-04-21,6817.64990234375,6825.4501953125,6786.89990234375,6789.25,111800,^NSEI,0.005642092301823887,0.003126655333020034,0.009948739706379162,0.007050392609023437,0.0155948198136584,-0.008584499284196023,0.00700738271822072,6688.312475585937,6418.98,269.3324755859376,1.0419587653468212,66.45463639228798,-0.14980988593155897,0.0,0.0,Panic,Stable
2014-04-22,6815.35009765625,6838.0,6806.25,6822.89990234375,114700,^NSEI,-0.0003373310041498989,0.005762775274750442,0.009777838688165433,0.0067937753937201304,0.005642092301823887,0.0155948198136584,0.007050392609023437,6704.924975585937,6435.251005859375,269.67396972656206,1.0419057422128555,62.374426636829185,0.025939177101967692,-0.00033733100414988753,0.0,Stable,Stable
2014-04-23,6840.7998046875,6861.60009765625,6820.75,6823.25,183000,^NSEI,0.0037341745716044095,0.015995560064336445,0.008821385439235278,0.006794917673800562,-0.0003373310041498989,0.005642092301823887,0.0067937753937201304,6722.304956054688,6452.04900390625,270.25595214843815,1.0418868412166147,63.66545914957971,0.5954664341761116,0.0,0.0,Stable,High Volatility
2014-04-25,6782.75,6869.85009765625,6772.85009765625,6855.7998046875,154300,^NSEI,-0.008485821299392904,0.016096684561949903,0.008788450782910111,0.006683407977029152,0.0037341745716044095,-0.0003373310041498989,0.006794917673800562,6732.2674560546875,6467.256005859375,265.01145019531214,1.0409774176181072,55.70243130204356,-0.15683060109289615,-0.008485821299392904,0.0,High Volatility,High Volatility
2014-04-28,6761.25,6786.25,6750.2998046875,6778.5498046875,118200,^NSEI,-0.003169805757251898,-0.0026772137069942525,0.005625354979683675,0.006764668192379404,-0.008485821299392904,0.0037341745716044095,0.006683407977029152,6740.842456054687,6481.755009765625,259.0874462890624,1.03997180484278,50.81922893720011,-0.23395981853532077,-0.01162872865143493,0.0,High Volatility,High Volatility
2014-04-29,6715.25,6779.7001953125,6708.64990234375,6769.0,115500,^NSEI,-0.006803475688667016,-0.015019824105157897,0.0049251303216161025,0.007001314597312237,-0.003169805757251898,-0.008485821299392904,0.006764668192379404,6746.5349609375,6494.796005859375,251.7389550781245,1.0387601019109785,48.140208448569474,-0.022842639593908642,-0.018353088567431824,0.0,High Volatility,Stable
2014-04-30,6696.39990234375,6780.14990234375,6656.7998046875,6724.9501953125,161100,^NSEI,-0.0028070582117195597,-0.017453277323699945,0.004708865025716409,0.00693413609838092,-0.006803475688667016,-0.003169805757251898,0.007001314597312237,6749.2674560546875,6507.655,241.61245605468775,1.037127422405565,50.190626515521664,0.3948051948051947,-0.021108628591177788,0.0,Stable,Stable
2014-05-02,6694.7998046875,6737.64990234375,6689.5,6709.9501953125,114300,^NSEI,-0.00023894893966680542,-0.02134253364642491,0.003308581084700728,0.0066920528922819605,-0.0028070582117195597,-0.006803475688667016,0.00693413609838092,6749.212451171875,6520.2969921875,228.9154589843747,1.035108133764253,49.97678951901718,-0.2905027932960894,-0.02134253364642492,0.0,Stable,Stable
2014-05-05,6699.35009765625,6741.0498046875,6680.4501953125,6681.64990234375,105000,^NSEI,0.0006796757336289261,-0.01229588328388187,0.002927472133195437,0.006687820991565767,-0.00023894893966680542,-0.0028070582117195597,0.0066920528922819605,6748.969946289062,6532.603994140625,216.36595214843692,1.0331209349812884,39.04285984180981,-0.0813648293963255,-0.020677363915009597,0.0,Stable,Stable
2014-05-06,6715.2998046875,6743.4501953125,6701.89990234375,6719.25,88300,^NSEI,0.0023807842251488687,-0.006796109493436897,0.003575467806425422,0.0066852495968420045,0.0006796757336289261,-0.00023894893966680542,0.006687820991565767,6748.682446289063,6546.88798828125,201.79445800781286,1.030822958689536,41.14046869482562,-0.159047619047619,-0.018345808031687175,0.0,Stable,High Volatility
2014-05-07,6652.5498046875,6718.75,6642.89990234375,6708.60009765625,114100,^NSEI,-0.009344333361884782,-0.009336986011317494,0.004581866343946601,0.00689797147661853,0.0023807842251488687,0.0006796757336289261,0.0066852495968420045,6743.682446289063,6558.971982421875,184.71046386718808,1.0281614960945427,37.63364678603633,0.29218573046432605,-0.027518712047530765,0.0,High Volatility,Stable
2014-05-08,6659.85009765625,6688.39990234375,6638.5498046875,6669.89990234375,101600,^NSEI,0.0010973676534682397,-0.0054581275342752145,0.004712240954501894,0.006897041836992652,-0.009344333361884782,0.0023807842251488687,0.00689797147661853,6739.869946289063,6569.626982421875,170.24296386718743,1.0259136423304855,42.114332092086364,-0.1095530236634531,-0.026451542538528668,0.0,Stable,Panic
2014-05-09,6858.7998046875,6871.35009765625,6652.14990234375,6654.14990234375,166400,^NSEI,0.029873000760372248,0.024496624960341995,0.01470682190023324,0.009548129363091382,0.0010973676534682397,-0.009344333361884782,0.006897041836992652,6748.092431640625,6583.747978515625,164.34445312500065,1.024962142181216,65.15027397304453,0.6377952755905512,0.0,0.0,Panic,Panic
2014-05-12,7014.25,7020.0498046875,6862.89990234375,6863.39990234375,157700,^NSEI,0.022664343578924884,0.047004544881736665,0.01631424278887607,0.01067132687281647,0.029873000760372248,0.0010973676534682397,0.009548129363091382,6764.05244140625,6602.203974609375,161.84846679687507,1.024514308770118,67.87428285169162,-0.052283653846153855,0.0,0.0,Panic,Panic
2014-05-13,7108.75,7172.35009765625,7067.14990234375,7080.0,232200,^NSEI,0.013472573689275347,0.05859011611631382,0.015880711064861823,0.010574514857854433,0.022664343578924884,0.029873000760372248,0.01067132687281647,6779.679931640625,6621.269970703125,158.40996093749982,1.0239244074986233,70.40803542025958,0.47241597970830695,0.0,0.0,Panic,Stable
2014-05-14,7108.75,7142.25,7080.89990234375,7112.0,177200,^NSEI,0.0,0.06857523937529231,0.013115882962560908,0.010574849455299021,0.013472573689275347,0.022664343578924884,0.010574514857854433,6795.297436523438,6639.72296875,155.5744677734374,1.0234308672975743,70.63580972345378,-0.23686477174849263,0.0,0.0,Stable,Stable
2014-05-15,7123.14990234375,7152.5498046875,7082.5498046875,7111.2998046875,186800,^NSEI,0.0020256588491296412,0.0695661010223858,0.012902657048670474,0.01050287360468133,0.0,0.013472573689275347,0.010574849455299021,6812.63994140625,6658.184970703125,154.45497070312467,1.0231977590563714,70.17218391494272,0.05417607223476306,0.0,0.0,Stable,Panic
2014-05-16,7203.0,7563.5,7130.64990234375,7270.2001953125,393200,^NSEI,0.011209942055266486,0.05018373550971167,0.009184493674004656,0.010452247441945726,0.0020256588491296412,0.0,0.01050287360468133,6836.134936523437,6677.468974609375,158.66596191406188,1.023761392605099,79.1172848694805,1.1049250535331905,0.0,0.0,Panic,Panic
2014-05-19,7263.5498046875,7291.10009765625,7193.5498046875,7276.85009765625,316200,^NSEI,0.008406192515271416,0.03554190464946361,0.005816714140731158,0.010109179791679171,0.011209942055266486,0.0020256588491296412,0.010452247441945726,6865.547436523438,6697.200966796875,168.34646972656265,1.0251368400860574,83.01562217169882,-0.19582909460834186,0.0,0.0,Panic,Stable
2014-05-20,7275.5,7353.64990234375,7247.7001953125,7309.9501953125,255300,^NSEI,0.0016452279716989704,0.023457007209424896,0.004865179063553657,0.009762693623174319,0.008406192515271416,0.011209942055266486,0.010109179791679171,6890.35244140625,6718.281962890625,172.07047851562493,1.025612274010838,88.55017538201024,-0.19259962049335866,0.0,0.0,Stable,High Volatility
2014-05-21,7252.89990234375,7287.14990234375,7206.7001953125,7274.85009765625,203100,^NSEI,-0.0031063291397498416,0.02027781288464925,0.005730055739513413,0.009861035223326776,0.0016452279716989704,0.008406192515271416,0.009762693623174319,6912.11494140625,6737.38095703125,174.73398437500055,1.0259350013735895,88.09554370061369,-0.20446533490011753,-0.0031063291397498455,0.0,High Volatility,Stable
2014-05-22,7276.39990234375,7319.5498046875,7258.14990234375,7289.9501953125,240900,^NSEI,0.0032400833206598367,0.021514358408992074,0.005648691558559375,0.009826934799821191,-0.0031063291397498416,0.0016452279716989704,0.009861035223326776,6935.167431640625,6756.33595703125,178.83147460937562,1.0264687066698137,88.65478340843936,0.1861152141802067,0.0,0.0,Stable,Panic
2014-05-23,7367.10009765625,7381.0,7293.89990234375,7306.5,259600,^NSEI,0.012464982206830788,0.022782187651846364,0.006047481468734449,0.010037792159100495,0.0032400833206598367,-0.0031063291397498416,0.009826934799821191,6961.482446289063,6775.6549609375,185.82748535156315,1.0274257597860106,89.82049284102808,0.07762557077625565,0.0,0.0,Panic,Stable
2014-05-26,7359.0498046875,7504.0,7269.0498046875,7428.75,273200,^NSEI,-0.0010927356574551572,0.013147841285313433,0.006017330909286931,0.009693299839372652,0.012464982206830788,0.0032400833206598367,0.010037792159100495,6990.297436523438,6792.302958984375,197.99447753906225,1.0291498301437172,88.75440337501941,0.05238828967642517,-0.001092735657455109,0.0,Stable,High Volatility
2014-05-27,7318.0,7372.9501953125,7274.75,7363.10009765625,168600,^NSEI,-0.005578139267565785,0.005841522919386888,0.007085284092170883,0.00980309104525038,-0.0010927356574551572,0.012464982206830788,0.009693299839372652,7018.134936523437,6807.917958984375,210.2169775390621,1.0308783065256595,91.13554511067137,-0.3828696925329429,-0.00666477949334102,0.0,High Volatility,Stable
2014-05-28,7329.64990234375,7344.75,7302.60009765625,7324.9501953125,175600,^NSEI,0.0015919516731006667,0.010581974249389337,0.006673360481125968,0.00949047228750626,-0.005578139267565785,-0.0010927356574551572,0.00980309104525038,7048.854931640625,6824.272958984375,224.5819726562504,1.0329092892394611,91.18295891641458,0.04151838671411623,-0.005083437827105717,0.0,Stable,High Volatility
2014-05-29,7235.64990234375,7325.39990234375,7224.39990234375,7316.60009765625,241100,^NSEI,-0.012824623447559524,-0.005600296925252102,0.00933776164660304,0.010134947019372897,0.0015919516731006667,-0.005578139267565785,0.00949047228750626,7075.817431640625,6838.647958984375,237.16947265625004,1.0346807547454853,76.60429494166482,0.37300683371298415,-0.017842868098713525,0.0,High Volatility,Stable
2014-05-30,7229.9501953125,7272.5,7118.4501953125,7254.85009765625,312200,^NSEI,-0.0007877256512097697,-0.018616538465030863,0.005702253170691797,0.01014755813006706,-0.012824623447559524,0.0015919516731006667,0.010134947019372897,7102.574951171875,6853.3849609375,249.18999023437482,1.0363601332268204,69.31067102170994,0.2948983824139362,-0.018616538465030835,0.0,Stable,Panic
2014-06-02,7362.5,7368.60009765625,7239.5,7264.0498046875,169900,^NSEI,0.01833343261111775,0.00046883706511979817,0.011562311220031731,0.010609888435957707,-0.0007877256512097697,-0.012824623447559524,0.01014755813006706,7135.732446289063,6870.55095703125,265.18148925781315,1.0385968302857036,71.26813201564335,-0.45579756566303653,-0.0006244109073139189,0.0,Panic,Panic
2014-06-03,7415.85009765625,7424.9501953125,7342.14990234375,7375.35009765625,234700,^NSEI,0.007246193230050935,0.013371153000307556,0.011396022562627353,0.010607674281124281,0.01833343261111775,-0.0007877256512097697,0.010609888435957707,7170.7599609375,6888.5349609375,282.22500000000036,1.0409702500750015,73.62672286522489,0.381400824014126,0.0,0.0,Panic,Stable
2014-06-04,7402.25,7433.2998046875,7391.35009765625,7417.5498046875,204600,^NSEI,-0.0018339229457386974,0.009904988454228159,0.011581664900222105,0.010197139053460811,0.007246193230050935,0.01833343261111775,0.010607674281124281,7208.244970703125,6906.09896484375,302.1460058593748,1.0437506047042595,71.49900290140272,-0.1282488282914359,-0.0018339229457386493,0.0,Stable,Panic
2014-06-05,7474.10009765625,7484.7001953125,7360.5,7399.75,250700,^NSEI,0.009706521349083008,0.03295491055133315,0.008267837016655798,0.010187551707814074,-0.0018339229457386974,0.007246193230050935,0.010197139053460811,7248.957470703125,6925.91896484375,323.0385058593756,1.0466419701846257,71.14335176732499,0.22531769305962857,0.0,0.0,Panic,Panic
2014-06-06,7583.39990234375,7592.7001953125,7497.64990234375,7521.5,248400,^NSEI,0.014623807984826875,0.04888687992075069,0.007710328830512423,0.008764949989821741,0.009706521349083008,-0.0018339229457386974,0.010187551707814074,7285.187475585937,6947.722958984375,337.46451660156254,1.048571959272667,73.18257971861811,-0.00917431192660545,0.0,0.0,Panic,Panic
2014-06-09,7654.60009765625,7673.7001953125,7580.25,7621.64990234375,231900,^NSEI,0.009388954325156185,0.03967403703310701,0.006038204759914106,0.007813460486839494,0.014623807984826875,0.009706521349083008,0.008764949989821741,7317.20498046875,6969.1449609375,348.06001953124996,1.0499430018290836,75.30370099018549,-0.06642512077294682,0.0,0.0,Panic,Stable
2014-06-10,7656.39990234375,7683.2001953125,7579.2998046875,7679.0498046875,188700,^NSEI,0.0002351271999239124,0.03243725284624133,0.006951585959533738,0.007561679701231017,0.009388954325156185,0.014623807984826875,0.007813460486839494,7344.587475585938,6990.477958984375,354.109516601563,1.0506559807039304,77.70150406487713,-0.1862871927554981,0.0,0.0,Stable,High Volatility
2014-06-11,7626.85009765625,7700.0498046875,7589.0498046875,7672.39990234375,186200,^NSEI,-0.0038594907612459206,0.030342138897801352,0.00758345057667561,0.007710066506050959,0.0002351271999239124,0.009388954325156185,0.007561679701231017,7370.49248046875,7010.986962890625,359.50551757812445,1.0512774477375295,73.86126382029165,-0.013248542660307394,-0.0038594907612459375,0.0,High Volatility,Stable
2014-06-12,7649.89990234375,7658.0,7593.7998046875,7641.2998046875,148200,^NSEI,0.0030221919130917207,0.023521200196747083,0.007356658038239409,0.007702901701654024,-0.0038594907612459206,0.0002351271999239124,0.007710066506050959,7396.82998046875,7031.1499609375,365.68001953125076,1.052008564966305,71.20894975831258,-0.20408163265306123,-0.0008489629699214435,0.0,Stable,High Volatility
2014-06-13,7542.10009765625,7678.5,7525.35009765625,7668.2001953125,174500,^NSEI,-0.014091662121549109,-0.0054460802831637345,0.008734753190262701,0.008430878045545556,0.0030221919130917207,-0.0038594907612459206,0.007702901701654024,7413.784985351563,7048.07396484375,365.71102050781246,1.0518880792585326,61.94145711852108,0.17746288798920373,-0.014928661792144759,0.0,High Volatility,Stable
2014-06-16,7533.5498046875,7548.60009765625,7487.5498046875,7534.7998046875,155400,^NSEI,-0.0011336753501066665,-0.015814058399447162,0.006592472029807371,0.00833876464136191,-0.014091662121549109,0.0030221919130917207,0.008430878045545556,7427.284985351563,7064.66095703125,362.6240283203124,1.0513292896185489,64.68424512084134,-0.10945558739255012,-0.016045412886367596,0.0,Stable,Panic
2014-06-17,7631.7001953125,7637.60009765625,7509.25,7525.0498046875,158000,^NSEI,0.013028438540876097,-0.003226021021144554,0.009896822894546633,0.00870385615611423,-0.0011336753501066665,-0.014091662121549109,0.00833876464136191,7445.094995117188,7082.87396484375,362.22103027343746,1.0511404031853937,68.4076056326293,0.016731016731016624,-0.003226021021144548,0.0,Panic,High Volatility
2014-06-18,7558.2001953125,7663.0,7515.5,7636.0498046875,165100,^NSEI,-0.009630881470572561,-0.00900108189681692,0.010676846632966884,0.009038086638855695,0.013028438540876097,-0.0011336753501066665,0.00870385615611423,7460.360009765625,7098.98697265625,361.3730371093752,1.0509048739631874,70.16066073489728,0.04493670886075951,-0.012825833065640871,0.0,High Volatility,Stable
2014-06-19,7540.7001953125,7606.4501953125,7502.5498046875,7580.0498046875,148900,^NSEI,-0.0023153660326241665,-0.01427465828641672,0.010340568788942357,0.009086522217163797,-0.009630881470572561,0.013028438540876097,0.009038086638855695,7473.575024414063,7115.078974609375,358.4960498046876,1.0503853929217095,69.14074530335695,-0.09812235009085402,-0.015111502600044758,0.0,Stable,High Volatility
2014-06-20,7511.4501953125,7560.5498046875,7497.2998046875,7543.2998046875,124100,^NSEI,-0.003878950129615588,-0.004063841893755082,0.00838297112462936,0.008809957378326183,-0.0023153660326241665,-0.009630881470572561,0.009086522217163797,7480.792529296875,7131.4209765625,349.37155273437475,1.048990454200164,60.51239708154767,-0.16655473472128945,-0.01893183596469125,0.0,High Volatility,Stable
2014-06-23,7493.35009765625,7534.7998046875,7441.60009765625,7514.0,127400,^NSEI,-0.002409667532315529,-0.005336090962886675,0.008415556794773455,0.008831376142512939,-0.003878950129615588,-0.0023153660326241665,0.008809957378326183,7487.507543945312,7147.386982421875,340.1205615234376,1.0475867001968584,55.75608864492564,0.02659145850120881,-0.021295884066555585,0.0,Stable,Panic
2014-06-24,7580.2001953125,7593.35009765625,7515.2001953125,7515.2001953125,137000,^NSEI,0.011590289593357506,-0.006748168649448827,0.007817804766072224,0.008997133598053013,-0.002409667532315529,-0.003878950129615588,0.008831376142512939,7500.6175537109375,7163.066982421875,337.55057128906265,1.0471237491031997,61.919763463790204,0.07535321821036112,-0.009952419936675986,0.0,Panic,Stable
2014-06-25,7569.25,7589.25,7557.0498046875,7588.5498046875,115000,^NSEI,-0.001444578643090666,0.0014619624251752672,0.006367101132327308,0.009026403123550589,0.011590289593357506,-0.002409667532315529,0.008997133598053013,7512.59755859375,7178.523984375,334.07357421875076,1.0465379199046916,56.939673377696835,-0.16058394160583944,-0.011382621526479042,0.0,Stable,High Volatility
2014-06-26,7493.2001953125,7570.2001953125,7481.2998046875,7554.10009765625,171700,^NSEI,-0.010047204767645423,-0.006299149783136504,0.007914499347021995,0.008810810257331362,-0.001444578643090666,0.011590289593357506,0.009026403123550589,7525.475073242187,7192.8619921875,332.6130810546874,1.0462421052170825,43.08602893456226,0.49304347826086947,-0.021315462764855304,0.0,High Volatility,Stable
2014-06-27,7508.7998046875,7538.75,7482.2998046875,7514.2001953125,126700,^NSEI,0.0020818353932086087,-0.0003528467281396219,0.007866033976833725,0.008790014195573305,-0.010047204767645423,-0.001444578643090666,0.008810810257331362,7539.417553710938,7208.375986328125,331.0415673828129,1.0459245699739703,37.782774882348455,-0.262085032032615,-0.019278002656453092,0.0,Stable,Panic
2014-06-30,7611.35009765625,7623.64990234375,7531.60009765625,7534.0498046875,152300,^NSEI,0.013657348129687996,0.015747295730504707,0.009721865271839764,0.008383545202889036,0.0020818353932086087,-0.010047204767645423,0.008790014195573305,7551.86005859375,7227.0969921875,324.7630664062499,1.0449368628589486,46.770392711173095,0.20205209155485404,-0.005883940920289379,0.0,Panic,Stable
2014-07-01,7634.7001953125,7649.5,7618.14990234375,7629.0,139400,^NSEI,0.003067799714460584,0.007189783725461751,0.008552766994171304,0.008289509573459078,0.013657348129687996,0.0020818353932086087,0.008383545202889036,7562.802563476563,7244.202998046875,318.5995654296876,1.0439799334054534,50.56781859755129,-0.08470124753775443,-0.0028341919581038816,0.0,Stable,Panic
2014-07-02,7725.14990234375,7732.39990234375,7677.2998046875,7683.0498046875,136300,^NSEI,0.011847185183091247,0.020596479485252894,0.009442474805841658,0.008561008737529225,0.003067799714460584,0.013657348129687996,0.008289509573459078,7578.94755859375,7262.352998046875,316.5945605468751,1.043593937203551,54.95946492151719,-0.02223816355810615,0.0,0.0,Panic,Stable
2014-07-03,7714.7998046875,7754.64990234375,7706.7998046875,7734.35009765625,133800,^NSEI,-0.0013397924683778983,0.02957342705372068,0.006529795263958619,0.008404218799669929,0.011847185183091247,0.003067799714460584,0.008561008737529225,7590.9825439453125,7280.3419921875,310.6405517578123,1.042668401029946,63.05955297055915,-0.018341892883345534,-0.0013397924683778448,0.0,Stable,Panic
